File name,Class,Number of faces,Number of vertices,Type of faces,Bounding box
m1529,Car,20170,10952,[3],[0.02522763 0.42780119 0.02531888 0.33196188 0.02514925 0.97469675]
m1530,Car,25106,12878,[3],[0.02508167 0.97494956 0.02716478 0.29868531 0.02615806 0.39814194]
m1531,Car,12894,6708,[3],[0.025002   0.97485162 0.02526725 0.32326125 0.02586112 0.37682425]
m1532,Car,22642,11938,[3],[0.033607   0.44666534 0.03009616 0.38375897 0.04356829 0.95435076]
m1536,Car,10626,5323,[3],[0.0272535  0.62901087 0.02755375 0.97358597 0.026821   0.49957013]
m1538,Car,10850,5435,[3],[0.02910575 0.97220432 0.025065   0.27451162 0.02890625 0.41370475]
m1542,Car,22048,12001,[3],[0.02526338 0.47487    0.0253895  0.34392838 0.02590756 0.975     ]
m1543,Car,26672,14129,[3],[0.02746    0.97194378 0.0300888  0.28253805 0.02543313 0.45695237]
m1547,Car,24010,12165,[3],[0.025      0.975      0.02909693 0.26596978 0.02652554 0.57097829]
m1553,Car,18243,9994,[3],[0.03059387 0.97190745 0.02650368 0.30048123 0.02587131 0.47192469]
m1561,Car,27468,13985,[3],[0.02599766 0.52260754 0.0259921  0.4800672  0.0260473  0.94500823]
m1563,Car,13968,7126,[3],[0.02549637 0.69843462 0.02624365 0.50304034 0.02601241 0.97447561]
D00032,Cellphone,20562,10312,[3],[-0.6166577   1.00014184 -0.43367856  0.31867275 -0.10279276  0.17547594]
D00192,Cellphone,19650,9865,[3],[-0.9978749   0.75746166 -0.30485517  0.48262255 -0.11449602  0.1442469 ]
D00312,Cellphone,10714,5387,[3],[-0.15521773  0.34280437 -0.93761805  0.06267675 -0.01028668  0.02689621]
D00369,Cellphone,12018,6131,[3],[-0.63052795  1.02901642 -0.19682357  0.29339031 -0.12417026  0.20448992]
D00440,Cellphone,21017,10588,[3],[-0.54260585  0.99165758 -0.16621631  0.2549948  -0.11097405  0.12328675]
D00559,Cellphone,20537,10727,[3],[-0.91269521  0.81313534 -0.24249866  0.33904053 -0.21908003  0.09101064]
D00902,Cellphone,12144,6079,[3],[-0.90710912  0.96707287 -0.52183675  0.43915738 -0.27462212  0.15925875]
D00979,Cellphone,20385,10670,[3],[-0.88616298  0.83475627 -0.22664175  0.33276333 -0.21879985  0.08769702]
D00997,Cellphone,23614,11813,[3],[-0.702148    0.98426597 -0.25234215  0.34716063 -0.19081713  0.13640213]
D01017,Chess,11152,5578,[3],[-0.19139245  0.25165095 -0.13742652  0.13756502 -0.13742337  0.1375607 ]
D01019,Chess,11714,5859,[3],[0.02800149 0.44170426 0.02508525 0.97137877 0.02802764 0.44173402]
D01021,Chess,11008,5506,[3],[0.03074427 0.97494245 0.02529315 0.51176175 0.02529315 0.51176175]
D01043,Chess,10527,5267,[3],[0.02855761 0.38038971 0.02512268 0.97384905 0.02846563 0.38050011]
D01045,Chess,10640,5322,[3],[0.02971029 0.40033375 0.02508512 0.97264203 0.02971029 0.40033388]
D01049,Chess,21337,10679,[3],[0.05424361 0.38483565 0.02611944 0.95693147 0.05424361 0.38483565]
D01053,Chess,10658,5362,[3],[0.05539258 0.62794026 0.025      0.94344563 0.05539258 0.63142575]
D01080,Chess,24624,12314,[3],[0.05139885 0.42275798 0.02617371 0.9658908  0.05139885 0.42275798]
D01099,Chess,16039,8064,[3],[0.02861894 0.62501119 0.025      0.9708495  0.02861943 0.61893681]
D01105,Chess,23616,11810,[3],[0.04910697 0.41261315 0.02679147 0.97151531 0.04910697 0.41261315]
D01112,Chess,26278,13141,[3],[0.03028582 0.43800153 0.02508735 0.97180622 0.03028574 0.43800145]
D01123,Chess,10818,5411,[3],[0.02874833 0.43417784 0.02534386 0.97427584 0.02862407 0.43431713]
D01126,Chess,22848,11426,[3],[0.03162959 0.51216231 0.02504138 0.97172612 0.03162943 0.51216231]
D01130,Chess,25820,12942,[3],[0.02843557 0.42071462 0.02511957 0.97180678 0.02843728 0.42071541]
D01138,Chess,11714,5859,[3],[-0.22527711  0.35073886 -0.12478284  0.12650918 -0.12524262  0.12608708]
D01145,Chess,10818,5411,[3],[-0.3083218   0.40423218 -0.15259299  0.15182761 -0.15242882  0.15212541]
D01171,Chess,27474,13739,[3],[0.02531955 0.64591956 0.025      0.97431359 0.02503813 0.645819  ]
D01186,Chess,17760,8882,[3],[0.06307012 0.48829694 0.02769698 0.96364396 0.06307012 0.48829694]
D01188,Chess,28680,14342,[3],[0.06610763 0.78389262 0.03000061 0.96171883 0.06610763 0.78389262]
m1589,Chess,17746,9062,[3],[0.025      0.970478   0.025      0.251514   0.02594338 0.975     ]
m1598,Chess,26278,13141,[3],[0.03028588 0.43800153 0.02508744 0.97180622 0.03028581 0.43800145]
m1599,Chess,24624,12314,[3],[0.05139902 0.42275798 0.02617352 0.9658908  0.05139902 0.42275798]
m1600,Chess,11714,5859,[3],[0.0280016  0.44170426 0.02508525 0.97137877 0.02802771 0.44173402]
m1602,Chess,10640,5322,[3],[0.02971038 0.40033375 0.02508512 0.97264203 0.02971038 0.40033388]
m1603,Chess,10529,5268,[3],[0.02855771 0.38038971 0.02512268 0.97384905 0.02846576 0.38050011]
m1604,Chess,21337,10679,[3],[0.05424364 0.38483565 0.02611962 0.95693147 0.05424364 0.38483565]
m1605,Chess,10658,5362,[3],[0.05539258 0.62794026 0.025      0.94344563 0.05539258 0.63142575]
m1606,Chess,16039,8064,[3],[0.02861894 0.62501119 0.025      0.9708495  0.02861944 0.61893681]
m1607,Chess,22848,11426,[3],[0.03162953 0.51216231 0.02504133 0.97172612 0.03162938 0.51216231]
m1608,Chess,28680,14342,[3],[0.06610753 0.78389262 0.0300007  0.96171883 0.06610753 0.78389262]
m1609,Chess,17760,8882,[3],[0.06307023 0.48829694 0.02769693 0.96364396 0.06307023 0.48829694]
m1611,Chess,11008,5506,[3],[0.03074434 0.97494245 0.02529325 0.51176175 0.02529325 0.51176175]
m1612,Chess,25820,12942,[3],[0.02843567 0.42071462 0.02511944 0.97180678 0.02843729 0.42071541]
m1613,Chess,23616,11810,[3],[0.04910707 0.41261315 0.02679154 0.97151531 0.04910707 0.41261315]
m1614,Chess,10818,5411,[3],[0.02874837 0.43417784 0.02534386 0.97427584 0.02862412 0.43431713]
D01007,City,6584,5769,[3],[0.0523837  0.97116575 0.02502914 0.362786   0.02883046 0.6220205 ]
D01010,City,12383,7225,[3],[0.030796   0.74403127 0.02501369 0.3443151  0.0474524  0.94743103]
D01039,City,15006,8155,[3],[0.025      0.840902   0.02619903 0.07855531 0.025      0.975     ]
D01056,City,13009,8222,[3],[0.03208674 0.87896512 0.025      0.45373173 0.0305447  0.97227917]
D01091,City,15977,8437,[3],[0.03984831 0.48529769 0.025      0.21573692 0.03984831 0.96480535]
D01092,City,11790,7377,[3],[0.025      0.975      0.0255996  0.28195806 0.025      0.975     ]
D01103,City,7954,5342,[3],[0.02750173 0.85453737 0.025      0.185283   0.02696688 0.9746765 ]
D01173,City,10766,6010,[3],[0.025      0.975      0.025      0.05974625 0.025      0.925     ]
m1652,City,7954,5342,[3],[0.02750162 0.85453737 0.025      0.185283   0.026967   0.9746765 ]
m1660,City,10766,6010,[3],[0.025      0.975      0.025      0.05974625 0.025      0.925     ]
m1661,City,15003,8148,[3],[0.025      0.840902   0.02619898 0.07855482 0.025      0.975     ]
m1664,City,12383,7225,[3],[0.03079594 0.74403127 0.02501369 0.3443151  0.047452   0.94743103]
D00005,ClassicPiano,12358,6252,[3],[ 1.05288712  2.25124597 -0.02354698  1.44475472  0.14109164  1.49916632]
D00009,ClassicPiano,27840,13956,[3],[-0.81229849  0.80010946 -1.30383594  1.50022081  0.00442295  1.75748076]
D00034,ClassicPiano,18940,9611,[3],[ 0.45720729 12.69441895 -0.13783236 11.05535     0.          4.27295744]
D00120,ClassicPiano,15550,7867,[3],[-0.54404166  1.16429811 -0.480204    0.84157106  0.04317436  1.59536453]
D00190,ClassicPiano,24355,12567,[3],[-0.1524      6.17786714 -1.59106128  5.58340834  0.0285719   4.96368663]
D00254,ClassicPiano,20742,10720,[3],[ 1.60607646  4.27190969 -8.62785052 -4.60593735  0.01449687  2.04885938]
D00305,ClassicPiano,23903,12297,[3],[-0.07490394  1.81913088 -0.73414783  2.54771948  5.56886659  6.579608  ]
D00561,ClassicPiano,25184,13053,[3],[5.60131915 8.15398778 0.42209983 4.1820677  0.01529577 2.2185392 ]
D00579,ClassicPiano,10737,5800,[3],[5.56481    7.32157    1.37708    4.39799    0.09897327 2.115545  ]
D00789,ClassicPiano,11806,6628,[3],[ 0.1141     4.589034   1.065418   8.484073  -0.04       5.1325155]
D00811,ClassicPiano,12782,6540,[3],[ 0.219825    1.54859143 -0.395828    1.27410272  0.00454136  1.57486543]
D00845,ClassicPiano,10450,5626,[3],[ 1.60372225  3.698476    8.02438553 10.54724079  0.03757276  2.45442253]
D00967,ClassicPiano,19755,10165,[3],[1.7459     3.81538438 1.20726    3.05449625 0.6969     1.89991325]
D00983,ClassicPiano,22824,11679,[3],[-0.88332201  1.23079665 -1.3044159   0.39767605  0.          0.98022718]
D01002,Computer,15086,7585,[3],[0.02506013 0.97493994 0.0251008  0.64843388 0.02503344 0.66971203]
D01026,Computer,10202,5117,[3],[0.04455224 0.96560244 0.0253933  0.69884212 0.02872687 0.94882323]
D01028,Computer,14631,8084,[3],[0.02527269 0.97417212 0.02503595 0.47758688 0.02698512 0.7239585 ]
D01033,Computer,12862,6638,[3],[0.025      0.66052125 0.025      0.647831   0.02564451 0.974124  ]
D01037,Computer,13996,7016,[3],[0.06638812 0.87063202 0.04339928 0.84924983 0.05127913 0.95480022]
D01070,Computer,11332,5734,[3],[-1.2227      1.25212512 -0.664057    0.65341963  0.10574037  3.51765625]
D01071,Computer,10609,5392,[3],[0.02500289 0.80639545 0.03041694 0.806392   0.03301232 0.94658185]
D01072,Computer,19432,9756,[3],[0.02530732 0.88778513 0.02591323 0.73545076 0.03106041 0.96404027]
D01073,Computer,20582,10577,[3],[-15.3327    18.1278    -2.69876   27.1292    -0.605204  23.3661  ]
D01082,Computer,8595,5759,[3],[0.025      0.75478088 0.025      0.97484075 0.025      0.639211  ]
D01085,Computer,18008,9012,[3],[0.06975332 0.65701512 0.03671585 0.92736905 0.06072327 0.73416512]
D01098,Computer,12589,6866,[3],[0.025      0.975      0.02500005 0.73803984 0.025      0.897328  ]
D01100,Computer,12862,6638,[3],"[-123.448     -103.86375   -118.866      -89.6360625   11.3213
   30.5146   ]"
D01102,Computer,26920,13595,[3],[0.06521414 0.59322032 0.02893168 0.56591965 0.06787332 0.93568317]
D01164,Computer,11915,6270,[3],[0.02785386 0.75988815 0.025      0.41996163 0.02602185 0.949059  ]
D01185,Computer,10875,5638,[3],[0.025      0.90796904 0.02579004 0.85095505 0.025      0.96220367]
m1764,Computer,12589,6866,[3],[0.025      0.975      0.02500003 0.73803984 0.025      0.897328  ]
m1765,Computer,26920,13595,[3],[0.06521414 0.59322032 0.02893168 0.56591965 0.06787317 0.93568317]
m1766,Computer,10609,5392,[3],[0.0250032  0.80639545 0.03041693 0.806392   0.03301232 0.94658185]
m1767,Computer,15086,7585,[3],[0.02506015 0.97493994 0.02510078 0.64843388 0.02503344 0.66971203]
m1769,Computer,18008,9012,[3],[0.06975332 0.65701512 0.03671585 0.92736905 0.06072327 0.73416512]
m1770,Computer,12862,6638,[3],[0.025      0.66052125 0.025      0.647831   0.02564475 0.974124  ]
m1773,Computer,14631,8084,[3],[0.02527269 0.97417212 0.025036   0.47758688 0.02698514 0.7239585 ]
m1774,Computer,16280,8162,[3],[0.06638812 0.90561301 0.0257816  0.85071127 0.05127913 0.95480022]
m1775,Computer,10202,5117,[3],[0.04455224 0.96560244 0.0253933  0.69884212 0.02872688 0.94882323]
m1776,Computer,10875,5638,[3],[0.025      0.90796904 0.02578997 0.85095505 0.025      0.96220367]
m1777,Computer,19432,9756,[3],[0.02530757 0.88778513 0.02591339 0.73545076 0.03106029 0.96404027]
D00116,ComputerKeyboard,16123,8520,[3],"[-24.40701262  -8.26779     -8.81374394  -4.07295606  -0.45344023
   0.226463  ]"
D00127,ComputerKeyboard,14368,7730,[3],[0.         0.1143     0.00059531 0.43755469 0.00140026 0.03543166]
D00278,ComputerKeyboard,16454,8756,[3],[ 0.24592953 60.46151639  0.40869448 19.76282101 -0.41098599  2.02257   ]
D00493,ComputerKeyboard,25860,13191,[3],[0.80812181 1.06921617 0.21607572 0.70383928 0.73785572 0.77014726]
D00569,ComputerKeyboard,23532,11828,[3],[ 1.17387801  1.31283031 -0.77567949 -0.42835343  0.77699     0.8004352 ]
D00600,ComputerKeyboard,18798,10507,[3],"[8.47426660e-01 1.30539665e+00 3.79117768e-04 1.58835906e-01
 4.95347654e-03 4.03934375e-02]"
D00654,ComputerKeyboard,23283,11874,[3],[ 5.54009414 13.23206114 -7.6489308  13.41966285  0.32660758  2.7810956 ]
D00673,ComputerKeyboard,12685,6828,[3],"[-4.83533988e-03  4.52811003e-01 -5.94813560e-03  1.55485156e-01
  2.33714676e-04  3.05944489e-02]"
D00692,ComputerKeyboard,25887,14154,[3],"[-3.66276759e+00 -3.25517190e+00  1.75246521e+00  1.91024750e+00
 -2.78318125e-03  1.73305500e-02]"
D00905,ComputerKeyboard,22963,11486,[3],[-1.60856796 -1.35031621  1.81439222  2.52547153  1.18424516  1.212519  ]
D00990,ComputerKeyboard,22035,11420,[3],[0.00339537 0.43993287 0.00300271 0.15176869 0.00647305 0.04201513]
D00035,Cup,22476,11350,[3],[-1.18548019  0.73210046 -0.99710391  0.92460727 -0.78903797  0.75753715]
D00067,Cup,26002,13003,[3],[-0.94160043  0.64501702 -0.24350082  0.44419776 -0.33551779  0.30489528]
D00206,Cup,13712,6900,[3],[-0.54402426  0.911941   -0.837754    0.56758237 -0.65834425  0.74026987]
D00214,Cup,12538,6271,[3],[-0.98406661  0.53746648 -0.50873092  0.76824037 -0.62707753  0.65014256]
D00270,Cup,16158,8110,[3],[-0.85782724  0.74463681 -0.30349967  0.47119621 -0.39149987  0.37979875]
D00328,Cup,16738,8371,[3],[-0.76078527  0.9083805  -0.43239262  0.28014937 -0.35250037  0.355827  ]
D00363,Cup,13120,6562,[3],[-0.55239243  0.95181296 -0.45746946  0.70387797 -0.59957323  0.56636835]
D00463,Cup,32460,16230,[3],[-0.89522294  0.68175269 -0.74049425  0.49409437 -0.577695    0.65682613]
D00519,Cup,10304,5188,[3],[-1.07551625  0.64060593 -0.33869233  0.45149491 -0.391136    0.36200586]
D00642,Cup,11200,5645,[3],[-0.83324925  0.9721625  -0.3011515   0.23521187 -0.28209888  0.25368462]
D00874,Cup,13270,6676,[3],[-0.75514087  0.78302925 -0.6870265   0.68506229 -0.75661025  0.61366737]
D00882,Cup,11898,5951,[3],[-1.05201375  0.60355175 -0.37592925  0.634361   -0.48355338  0.47179981]
m494,Cup,19744,9874,[3],[0.0297025  0.33779797 0.0297025  0.33779797 0.02510216 0.97130266]
m495,Cup,18250,9151,[3],[0.02976727 0.73828491 0.02829839 0.97265879 0.02878559 0.73784842]
m496,Cup,13618,6810,[3],[0.04306474 0.62166926 0.02509577 0.97452508 0.02923838 0.6077816 ]
m497,Cup,14714,7593,[3],[0.02523475 0.41479425 0.02523475 0.41479425 0.025      0.975     ]
m498,Cup,30400,15360,[3],[0.03614144 0.96385837 0.025      0.86831212 0.03614144 0.96385837]
m499,Cup,25428,12813,[3],[0.04650565 0.70639735 0.04650565 0.70639735 0.0328891  0.975     ]
m500,Cup,29896,14950,[3],[0.11004175 0.88017695 0.07200734 0.84985465 0.03427978 0.97471734]
m501,Cup,25018,12631,[3],[0.02974883 0.67218604 0.025      0.97450915 0.0304224  0.67218604]
m502,Cup,23178,11591,[3],[0.02724172 0.67276509 0.025      0.97416777 0.02719872 0.67276509]
m526,Cup,14340,7219,[3],[0.05451393 0.94545807 0.02663162 0.65888153 0.03976393 0.48523619]
D00048,DeskLamp,18024,9093,[3],[-1.12710625  0.6044595  -0.58048825  0.66566437 -0.62978975  0.731137  ]
D00147,DeskLamp,12708,6374,[3],[-0.72336856  0.95766031 -0.40531711  0.44845876 -0.16352595  0.1761664 ]
D00257,DeskLamp,13722,6894,[3],[-0.95116275  0.63062875 -0.3221095   0.39726072 -0.30350963  0.29906756]
D00268,DeskLamp,11486,5775,[3],[-0.59864798  0.97468972 -0.18725805  0.1150732  -0.10314291  0.1082985 ]
D00378,DeskLamp,19417,9752,[3],[-0.85911776  0.91798564 -0.19828305  0.71324144 -0.50671591  0.36263176]
D00435,DeskLamp,10426,5227,[3],[-1.03084     0.67918882 -0.38634087  0.50671888 -0.35209737  0.35043687]
D00531,DeskLamp,10862,5459,[3],[-1.15035964  0.6973985  -0.23106741  0.29411875 -0.18390069  0.18935775]
D00686,DeskLamp,13801,6981,[3],[-0.92360113  0.91240488 -0.61824837  0.858865   -0.2989515   0.3521955 ]
D00693,DeskLamp,12816,6451,[3],[-1.06926492  0.77443771 -0.21985042  0.42730186 -0.30158355  0.26240549]
D00698,DeskLamp,11190,5691,[3],[-0.84827825  0.75902966 -0.47637245  0.3542365  -0.27030751  0.34230256]
D00715,DeskLamp,13270,6641,[3],[-1.011995    0.77623237 -0.38660363  0.580957   -0.43637538  0.42660712]
D00776,DeskLamp,18558,9369,[3],[-1.00035291  0.6899462  -0.37195902  0.31854519 -0.26587803  0.19451909]
D00912,DeskLamp,15918,8046,[3],[-0.8207175   1.01125943 -0.80136194  0.671186   -0.3372285   0.3141815 ]
m603,DeskLamp,13332,6680,[3],[0.09285368 0.51546832 0.027622   0.831947   0.0353449  0.89029137]
m604,DeskLamp,17576,8966,[3],[0.0314257  0.69530398 0.02500031 0.974931   0.02574441 0.15583446]
m605,DeskLamp,13286,6738,[3],[0.02949531 0.49758137 0.02540092 0.97215297 0.03844126 0.83624094]
m606,DeskLamp,19736,9917,[3],[0.03331838 0.82528297 0.025      0.94249816 0.03936528 0.44829005]
m608,DeskLamp,14490,7365,[3],[0.03638967 0.74859433 0.025      0.90604291 0.03638967 0.96388555]
m609,DeskLamp,12943,6494,[3],[0.02619491 0.21077222 0.0263617  0.71912622 0.02524842 0.96785316]
m611,DeskLamp,19672,9908,[3],[0.03328418 0.83062903 0.025      0.94244253 0.03932467 0.44828047]
m613,DeskLamp,11330,5781,[3],[0.03320599 0.92608141 0.025      0.93332851 0.02692636 0.26929764]
m614,DeskLamp,18484,9236,[3],[0.03018034 0.39082894 0.02519231 0.96515548 0.03199831 0.91651321]
m615,DeskLamp,14320,7176,[3],[0.027148   0.86261038 0.02991752 0.74704631 0.02662249 0.97265412]
D00135,DeskPhone,17072,8805,[3],[-0.80597131  0.87310521 -0.51585445  0.7253545  -0.19308208  0.13730299]
D00220,DeskPhone,16332,8201,[3],[-0.73432637  0.74689363 -0.674318    0.50159287 -0.314787    0.49584037]
D00318,DeskPhone,13424,6778,[3],[-0.70988604  0.80657625 -0.65480525  0.61372275 -0.51562     0.26655748]
D00486,DeskPhone,17598,8841,[3],[-0.75149341  0.9651856  -0.63281539  0.49108134 -0.36696987  0.24116871]
D00556,DeskPhone,13432,6748,[3],[-0.82907033  0.82000956 -0.45486273  0.85241781 -0.33439452  0.25086839]
D00680,DeskPhone,15198,7775,[3],[-0.77515255  0.77458995 -0.49550458  0.84640353 -0.22028314  0.18935409]
D00829,DeskPhone,16944,8496,[3],[-0.89740387  0.91819727 -0.90878969  0.79493575 -0.43530988  0.12144875]
D00894,DeskPhone,14916,7505,[3],[-0.99486105  0.55077708 -0.57944647  0.68139982 -0.47525568  0.28647292]
D01029,Door,11764,5947,[3],[0.02559437 0.54486067 0.0341808  0.96244337 0.0266567  0.28093914]
D01052,Door,11352,5735,[3],[0.03030303 0.18879873 0.02917032 0.96870752 0.03364086 0.49453741]
D01058,Door,10136,5161,[3],[0.02560095 0.52106003 0.02511753 0.9744803  0.025      0.11544162]
D01062,Door,9700,5020,[3],[0.02805455 0.85425555 0.025      0.9724439  0.02737253 0.10182408]
D01076,Door,18170,9075,[3],[0.02714926 0.47458278 0.05844083 0.95121344 0.02510975 0.08905725]
D01104,Door,11202,5633,[3],[0.0251074  0.48552402 0.02996949 0.975      0.02544949 0.06690109]
D01114,Door,10956,5506,[3],[0.03054636 0.6036775  0.03054685 0.96945364 0.0253912  0.21411674]
D01121,Door,15308,7786,[3],[0.04753069 0.54532631 0.06442871 0.93557129 0.025      0.0521429 ]
D01129,Door,12650,7081,[3],[0.0253155  0.47579399 0.0250006  0.975      0.025      0.120993  ]
D01136,Door,15488,7802,[3],[0.02775319 0.54426032 0.02807763 0.97273274 0.02767636 0.11886644]
D01139,Door,27210,13824,[3],[0.02704202 0.49795795 0.05465851 0.96918299 0.02552764 0.05453753]
D01141,Door,12322,6407,[3],[0.0269072  0.4863072  0.04862607 0.9501374  0.02523084 0.13493812]
D01143,Door,13566,6795,[3],[0.02725932 0.55386965 0.1002387  0.89187528 0.02562769 0.06951892]
D01144,Door,17416,9011,[3],[0.02625933 0.31962826 0.025      0.97310223 0.02701907 0.102873  ]
D01155,Door,17648,9242,[3],[0.03515481 0.93688177 0.0352956  0.93774255 0.025      0.15252005]
D01158,Door,12488,6238,[3],[0.04336348 0.54638528 0.0568855  0.94269297 0.02553111 0.12507924]
D01167,Door,28891,14877,[3],[0.02632284 0.61421499 0.025      0.97310223 0.02720279 0.102873  ]
D01177,Door,10574,5441,[3],[0.02664203 0.47456134 0.025      0.974697   0.03051246 0.08524958]
D01194,Door,13886,7175,[3],[0.02513694 0.03730008 0.025      0.975      0.02948877 0.52570834]
m1707,Door,11764,5947,[3],[0.02559423 0.54486067 0.03418096 0.96244337 0.02665667 0.28093914]
m1708,Door,15308,7786,[3],[0.04753069 0.54532631 0.06442871 0.93557129 0.025      0.052143  ]
m1710,Door,12540,6327,[3],[0.04456268 0.52504278 0.02997184 0.97002879 0.02598928 0.11900872]
m1711,Door,17416,9011,[3],[0.02625935 0.31962826 0.025      0.97310223 0.02701905 0.102873  ]
m1712,Door,18170,9075,[3],[0.02714922 0.47458278 0.05844092 0.95121344 0.02510976 0.08905724]
m1714,Door,11114,5585,[3],[0.02518673 0.48544551 0.02996934 0.97487821 0.0256663  0.0669008 ]
m1715,Door,11352,5735,[3],[0.03030303 0.18879873 0.02917002 0.96870752 0.03364088 0.49453741]
m1716,Door,12322,6407,[3],[0.02690719 0.4863072  0.04862618 0.9501374  0.02523088 0.13493812]
m1717,Door,10136,5161,[3],[0.02560094 0.52106003 0.025118   0.9744803  0.025      0.11544162]
m1718,Door,12650,7081,[3],[0.02531548 0.47579399 0.025001   0.975      0.025      0.120993  ]
m1720,Door,15488,7802,[3],[0.02775348 0.54426032 0.0280776  0.97273274 0.0276762  0.11886644]
m1721,Door,12488,6238,[3],[0.04336348 0.54638528 0.0568855  0.94269297 0.02553111 0.12507924]
m1722,Door,10956,5506,[3],[0.03054636 0.6036775  0.03054685 0.96945364 0.02539116 0.21411674]
m1723,Door,9700,5020,[3],[0.02805458 0.85425555 0.025      0.9724439  0.02737252 0.10182409]
m1724,Door,28908,14889,[3],[0.02632285 0.61421499 0.025      0.97310223 0.02720278 0.102873  ]
m1725,Door,10706,5392,[3],[0.02579243 0.975      0.0258722  0.95284034 0.02576414 0.210779  ]
m1726,Door,17648,9242,[3],[0.03515494 0.93688177 0.03529555 0.93774255 0.025      0.15252005]
m1727,Door,10216,5166,[3],[0.025    0.756079 0.025    0.975    0.025    0.119173]
m1728,Door,13156,6704,[3],[0.02654509 0.97345256 0.02556961 0.97246219 0.02713641 0.11912317]
m1729,Door,22960,11534,[3],[0.0301038  0.68669865 0.04340046 0.96625902 0.0256485  0.18209171]
m1730,Door,22960,11534,[3],[0.0301038  0.68669865 0.04340046 0.96625902 0.0256485  0.18209171]
m1731,Door,17080,8472,[3],[0.02617878 0.97202523 0.05428209 0.92414278 0.02575613 0.1352686 ]
m1732,Door,17794,8911,[3],[0.05729762 0.94875152 0.05472617 0.8507331  0.02600847 0.105008  ]
D00063,Drum,23815,12304,[3],[0.82499116 1.57494878 0.4569086  1.20695227 0.5129287  1.08885812]
D00115,Drum,14648,7326,[3],[ 0.59399861  1.69661785 -0.364525    0.63449546 -0.2373158   0.3939958 ]
D00189,Drum,14652,7328,[3],[1.81771928 2.21245978 0.87290109 1.26715577 0.44900678 1.15486932]
D00193,Drum,11070,5700,[3],[ 0.25340913  1.00464363  0.2747925   1.025581   -0.01732775  1.08888975]
D00298,Drum,21964,11032,[3],[-0.40916815  0.32024413  0.70256501  1.42908162  0.00146418  1.24995419]
D00308,Drum,17620,9226,[3],"[4.64585494e-01 1.49203123e+00 3.29269961e-01 1.36484820e+00
 1.48828125e-03 7.67300299e-01]"
D00375,Drum,21656,11983,[3],[-0.01527505  0.50092362 -0.4387235   0.46053837 -0.00590474  0.607176  ]
D00383,Drum,20808,10769,[3],[3.71422053 4.36683947 0.36311119 1.0139879  1.96881123 2.4384    ]
D00404,Drum,28108,14205,[3],[13.76835921 15.75359718 11.73972025 13.72071136 -0.06951982  2.41191042]
D00551,Drum,27493,13954,[3],[2.50875776 3.16412701 1.02257655 2.45285888 0.00855606 1.44360028]
D00557,Drum,30684,15508,[3],[-0.02810598  0.50766309  0.12679621  0.7781735  -0.01167946  0.65977097]
D00596,Drum,20236,10301,[3],[-2.1893043   2.1893043  -2.06536419  2.06536419 -3.46719286  3.02651101]
D00709,Drum,11248,5626,[3],[1.74427935 1.98619065 1.3646717  1.58788099 0.30714831 0.37788611]
D00982,Drum,23334,12041,[3],[-0.15919164  0.00179164 -0.0804115   0.08025581 -0.01997745  0.02029845]
D00012,Fish,22512,12087,[3],[-1.0546575   0.71105456 -0.39097875  0.39184663 -0.33379037  0.30188837]
D00022,Fish,21760,11644,[3],[-1.1356875   0.68541542 -0.372352    0.431081   -0.25341125  0.24122575]
D00024,Fish,21442,11431,[3],[-1.10228     0.67762334 -0.25483112  0.31248275 -0.272205    0.25210688]
D00030,Fish,21474,11432,[3],[-0.69122103  1.06026125 -0.30712763  0.33674625 -0.19423275  0.197512  ]
D00142,Fish,17528,9298,[3],[-0.58563825  1.10726625 -0.52714713  0.44375687 -0.3364635   0.30140312]
D00165,Fish,22716,12143,[3],[-0.72038606  1.0557225  -0.289639    0.333853   -0.30038475  0.315279  ]
D00251,Fish,22638,12158,[3],[-1.12653375  0.55884125 -0.62009775  0.48378538 -0.40578437  0.375954  ]
D00293,Fish,23514,12527,[3],[-1.1039675   0.68506881 -0.48413587  0.44874388 -0.32455238  0.30203612]
D00351,Fish,19554,10401,[3],[-1.11707625  0.6056285  -0.41406287  0.466961   -0.31060637  0.31216912]
D00398,Fish,22474,11984,[3],[-0.65834052  1.0431925  -0.34165838  0.41454025 -0.25599237  0.22606087]
D00450,Fish,21768,11613,[3],[-1.081975    0.65567741 -0.37281875  0.33866537 -0.333055    0.322093  ]
D00535,Fish,20786,11119,[3],[-1.1058725   0.66609881 -0.42834838  0.49150275 -0.312898    0.30618937]
D00633,Fish,20700,10986,[3],[-0.76597826  1.02917875 -0.36856413  0.3456845  -0.33470112  0.28599538]
D00636,Fish,19352,10378,[3],[-1.069275    0.62177087 -0.39584738  0.33851125 -0.32752075  0.32757012]
D00643,Fish,21826,11682,[3],[-0.66951786  0.9838275  -0.41569225  0.36168662 -0.38241925  0.35800463]
D00682,Fish,22198,11719,[3],[-0.81826262  1.08551125 -0.368398    0.291474   -0.38179725  0.36380937]
D00763,Fish,23718,12709,[3],[-0.66581638  1.15975125 -0.4385115   0.63760337 -0.41055125  0.395647  ]
D00850,Fish,23628,12641,[3],[-0.65070875  1.10384    -0.39821462  0.35333212 -0.379703    0.36006288]
D00950,Fish,18141,9746,[3],[-1.00402388  0.65312794 -0.318805    0.357691   -0.53376338  0.536724  ]
