File name,Class,Number of faces,Number of vertices,Type of faces,Bounding box
m1553,Car,18243,9994,[3],[-0.152218  0.150335 -0.236473  0.237602 -0.471056  0.528944]
m1561,Car,27468,13985,[3],[-0.255507  0.208113 -0.266203  0.267416 -0.421246  0.578754]
m1563,Car,13968,7126,[3],[-0.191176  0.315835 -0.356302  0.354489 -0.469366  0.530634]
D00032,Cellphone,20562,10312,[3],[-0.0811316  0.0890941 -0.23874    0.226636  -0.616187   0.383813 ]
D00192,Cellphone,19650,9865,[3],[-0.0910534  0.0552522 -0.209165   0.216521  -0.381842   0.618158 ]
D00312,Cellphone,10714,5387,[3],[-0.0270246  0.0111211 -0.121887   0.623949  -0.84327    0.15673  ]
D00369,Cellphone,12018,6131,[3],[-0.106655   0.0874103 -0.161998   0.145384  -0.566879   0.433121 ]
D00440,Cellphone,21017,10588,[3],[-0.0701379  0.0761134 -0.121636   0.137217  -0.355115   0.644885 ]
D00559,Cellphone,9404,4894,[3],[-0.121818   0.0543128 -0.176716   0.164937  -0.45507    0.54493  ]
D00817,Cellphone,9734,5016,[3],[-0.0340448  0.105499  -0.236286   0.233838  -0.516545   0.483455 ]
D00902,Cellphone,12144,6079,[3],[-0.100968  0.133715 -0.252903  0.252141 -0.517766  0.482234]
D00979,Cellphone,9357,4883,[3],[-0.0537714  0.121961  -0.164413   0.177192  -0.455383   0.544617 ]
D00997,Cellphone,23614,11813,[3],[-0.0946534  0.103865  -0.169404   0.186711  -0.607444   0.392556 ]
D01017,Chess,11152,5578,[3],[-0.304459  0.311287 -0.297376  0.320345 -0.512634  0.487366]
D01019,Chess,11714,5859,[3],[-0.219718  0.214927 -0.215821  0.219792 -0.599547  0.400453]
D01021,Chess,11008,5506,[3],[-0.257578  0.257578 -0.257578  0.257578 -0.520484  0.479516]
D01043,Chess,10527,5267,[3],[-0.185579  0.18515  -0.181568  0.188995 -0.47113   0.52887 ]
D01045,Chess,10640,5322,[3],[-0.195568  0.195568 -0.195568  0.195568 -0.544016  0.455984]
D01049,Chess,21337,10679,[3],[-0.177233  0.17741  -0.16935   0.185357 -0.504713  0.495287]
D01053,Chess,10658,5362,[3],[-0.29601   0.294678 -0.329345  0.284852 -0.458525  0.541475]
D01080,Chess,24624,12314,[3],[-0.197591  0.197591 -0.197591  0.197591 -0.589754  0.410246]
D01099,Chess,16039,8064,[3],[-0.303618  0.303786 -0.332717  0.335233 -0.550705  0.449295]
D01105,Chess,23616,11810,[3],[-0.192387  0.192387 -0.192387  0.192387 -0.522456  0.477544]
D01112,Chess,26278,13141,[3],[-0.210337  0.210335 -0.210336  0.210337 -0.591778  0.408222]
D01123,Chess,10818,5411,[3],[-0.219569  0.20738  -0.215482  0.211305 -0.562264  0.437736]
D01126,Chess,22848,11426,[3],[-0.253905  0.253906 -0.253906  0.253905 -0.485272  0.514728]
D01130,Chess,25820,12942,[3],[-0.206864  0.206864 -0.206863  0.206863 -0.519855  0.480145]
D01138,Chess,11714,5859,[3],[-0.219718  0.214928 -0.219792  0.21582  -0.400453  0.599547]
D01145,Chess,10818,5411,[3],[-0.20738   0.219568 -0.211305  0.215482 -0.562264  0.437736]
D01171,Chess,27474,13739,[3],[-0.32369   0.327653 -0.332857  0.318755 -0.326029  0.673971]
D01186,Chess,17760,8882,[3],[-0.227165  0.227165 -0.227165  0.227165 -0.508577  0.491423]
D01188,Chess,28680,14342,[3],[-0.385657  0.385657 -0.385657  0.385657 -0.495636  0.504364]
m1589,Chess,17746,9062,[3],[-0.115827  0.222832 -0.859096  0.133952 -0.501496  0.498504]
m1598,Chess,26278,13141,[3],[-0.210332  0.210334 -0.210333  0.210333 -0.408222  0.591778]
m1599,Chess,24624,12314,[3],[-0.197591  0.197591 -0.197591  0.197591 -0.589754  0.410246]
m1600,Chess,11714,5859,[3],[-0.214927  0.219718 -0.219792  0.215821 -0.599547  0.400453]
m1602,Chess,10640,5322,[3],[-0.195568  0.195568 -0.195568  0.195568 -0.544016  0.455984]
m1603,Chess,10529,5268,[3],[-0.185144  0.185559 -0.181546  0.189019 -0.528849  0.471151]
m1604,Chess,21337,10679,[3],[-0.177233  0.17741  -0.16935   0.185357 -0.495287  0.504713]
m1605,Chess,10658,5362,[3],[-0.294678  0.29601  -0.329345  0.284852 -0.458525  0.541475]
m1606,Chess,16039,8064,[3],[-0.303786  0.303618 -0.332717  0.335233 -0.550705  0.449295]
m1607,Chess,22848,11426,[3],[-0.253901  0.253901 -0.253901  0.253901 -0.514728  0.485272]
m1608,Chess,28680,14342,[3],[-0.385136  0.385136 -0.385136  0.385136 -0.504364  0.495636]
m1609,Chess,17760,8882,[3],[-0.227164  0.227165 -0.227164  0.227164 -0.491423  0.508577]
m1611,Chess,11008,5506,[3],[-0.257548  0.257548 -0.257548  0.257548 -0.479516  0.520484]
m1612,Chess,25820,12942,[3],[-0.206959  0.206959 -0.206958  0.206959 -0.519855  0.480145]
m1613,Chess,23616,11810,[3],[-0.192386  0.192386 -0.192386  0.192386 -0.522456  0.477544]
m1614,Chess,10818,5411,[3],[-0.219569  0.207379 -0.211305  0.215482 -0.437736  0.562264]
D01007,City,6584,5769,[3],[-0.150479  0.373769 -0.640432  0.339732 -0.809208  0.190792]
D01010,City,12383,7225,[3],[-0.13708   0.230442 -0.476522  0.373322 -0.403715  0.596285]
D01039,City,15006,8154,[3],[-0.0209684  0.0186489 -0.433001   0.515541  -0.505606   0.494394 ]
D01056,City,13009,8222,[3],[-0.396128  0.104318 -0.480947  0.3482   -0.512244  0.487756]
D01091,City,15977,8437,[3],[-0.0571586  0.186661  -0.201375   0.279087  -0.369065   0.630935 ]
D01092,City,11790,7377,[3],[-0.0763449  0.151781  -0.496799   0.502016  -0.513198   0.486802 ]
D01103,City,7954,5342,[3],[-0.108979   0.0518724 -0.291365   0.220391  -0.584716   0.415284 ]
D01124,City,8811,5142,[3],[-0.258494  0.055028 -0.39444   0.377216 -0.280257  0.719743]
D01173,City,10766,6010,[3],[-0.0301122   0.00895765 -0.502177    0.490803   -0.424604    0.575396  ]
m1652,City,7954,5342,[3],[-0.108979   0.0518725 -0.291365   0.220391  -0.584716   0.415284 ]
m1660,City,10766,6010,[3],[-0.0301122   0.00895765 -0.502177    0.490803   -0.575396    0.424604  ]
m1661,City,15003,8147,[3],[-0.0209896  0.0186309 -0.515276   0.432901  -0.505921   0.494079 ]
m1664,City,12383,7225,[3],[-0.230442  0.13708  -0.476522  0.373322 -0.596286  0.403714]
D00005,ClassicPiano,12358,6252,[3],[-0.478443  0.404689 -0.363374  0.383563 -0.632306  0.367694]
D00009,ClassicPiano,9828,4950,[3],[-0.288693  0.278976 -0.405221  0.310849 -0.574157  0.425843]
D00034,ClassicPiano,18940,9611,[3],[-0.176844  0.130813 -0.468948  0.353393 -0.661497  0.338503]
D00120,ClassicPiano,15550,7867,[3],[-0.388094  0.386418 -0.488666  0.272866 -0.575927  0.424073]
D00190,ClassicPiano,24355,12567,[3],[-0.352666  0.217863 -0.414896  0.33118  -0.343389  0.656611]
D00254,ClassicPiano,20742,10720,[3],[-0.274743  0.237734 -0.242262  0.326817 -0.383679  0.616321]
D00305,ClassicPiano,23903,12297,[3],[-0.176511  0.237197 -0.328009  0.240317 -0.590705  0.409295]
D00561,ClassicPiano,25184,13053,[3],[-0.292601  0.316053 -0.36633   0.315012 -0.581484  0.418516]
D00579,ClassicPiano,10737,5800,[3],[-0.301285  0.327434 -0.2611    0.317187 -0.665769  0.334231]
D00784,ClassicPiano,9431,5136,[3],[-0.377423  0.308316 -0.370487  0.366944 -0.737807  0.262193]
D00789,ClassicPiano,11806,6628,[3],[-0.284325  0.381978 -0.284524  0.299533 -0.756698  0.243302]
D00811,ClassicPiano,12782,6540,[3],[-0.404969  0.329097 -0.369053  0.431173 -0.420038  0.579962]
D00845,ClassicPiano,10450,5626,[3],[-0.445548  0.334203 -0.374125  0.452902 -0.606258  0.393742]
D00967,ClassicPiano,19755,10165,[3],[-0.17833   0.313215 -0.246574  0.528195 -0.49114   0.50886 ]
D00983,ClassicPiano,9500,4980,[3],[-0.325653  0.181133 -0.448223  0.294709 -0.515536  0.484464]
D01002,Computer,15086,7585,[3],[-0.217284  0.270378 -0.496032  0.409624 -0.49217   0.50783 ]
D01026,Computer,10202,5117,[3],[-0.257634  0.369834 -0.334984  0.419156 -0.571477  0.428523]
D01028,Computer,14631,8084,[3],[-0.377303  0.180073 -0.188862  0.463318 -0.59202   0.40798 ]
D01033,Computer,12862,6638,[3],[-0.432439  0.348317 -0.580756  0.419244 -0.288704  0.612249]
D01037,Computer,13996,7016,[3],[-0.579316  0.371288 -0.585008  0.41009  -0.484138  0.515862]
D01067,Computer,9528,5026,[3],[-0.253944  0.424148 -0.358154  0.425145 -0.361399  0.638601]
D01070,Computer,11332,5734,[3],[-0.185751  0.187669 -0.179305  0.596318 -0.680428  0.319572]
D01071,Computer,10609,5392,[3],[-0.377349  0.190344 -0.358794  0.344815 -0.422025  0.577975]
D01072,Computer,19432,9756,[3],[-0.373123  0.340384 -0.415614  0.346409 -0.555696  0.444304]
D01073,Computer,20582,10577,[3],[-0.442072  0.556627 -0.222391  0.550685 -0.503347  0.496653]
D01082,Computer,8595,5759,[3],[-0.586664  0.413336 -0.399486  0.588097 -0.318324  0.384607]
D01085,Computer,18008,9012,[3],[-0.344595  0.309977 -0.430031  0.315739 -0.65129   0.34871 ]
D01098,Computer,12589,6866,[3],[-0.267578  0.461447 -0.531668  0.375274 -0.501807  0.498193]
D01100,Computer,12862,6638,[3],[-0.432422  0.34831  -0.419218  0.580782 -0.612246  0.288686]
D01102,Computer,26920,13595,[3],[-0.144203  0.141628 -0.265453  0.259998 -0.51601   0.48399 ]
D01164,Computer,11915,6270,[3],[-0.142892  0.323298 -0.378963  0.350525 -0.508577  0.491423]
D01185,Computer,10875,5638,[3],[-0.443209  0.527176 -0.531392  0.468608 -0.448979  0.523672]
m1764,Computer,12589,6866,[3],[-0.267578  0.461446 -0.375274  0.531668 -0.501807  0.498193]
m1765,Computer,26920,13595,[3],[-0.144202  0.141628 -0.265453  0.259998 -0.51601   0.48399 ]
m1766,Computer,10609,5392,[3],[-0.190345  0.377349 -0.358794  0.344815 -0.422025  0.577975]
m1767,Computer,15086,7585,[3],[-0.217285  0.270378 -0.409624  0.496032 -0.50783   0.49217 ]
m1769,Computer,18008,9012,[3],[-0.309977  0.344595 -0.430031  0.315739 -0.65129   0.34871 ]
m1770,Computer,12862,6638,[3],[-0.432439  0.348317 -0.580756  0.419244 -0.288703  0.612248]
m1773,Computer,14631,8084,[3],[-0.180073  0.377303 -0.188862  0.463318 -0.40798   0.59202 ]
m1774,Computer,16280,8162,[3],[-0.317787  0.503138 -0.340583  0.417368 -0.629477  0.370523]
m1775,Computer,10202,5117,[3],[-0.369834  0.257634 -0.334984  0.419156 -0.428523  0.571477]
m1776,Computer,10875,5638,[3],[-0.527176  0.443209 -0.531392  0.468608 -0.523672  0.448979]
m1777,Computer,19432,9756,[3],[-0.373123  0.340384 -0.346409  0.415614 -0.444304  0.555696]
m1778,Computer,9528,5026,[3],[-0.424148  0.253945 -0.358154  0.425145 -0.361399  0.638601]
D00116,ComputerKeyboard,16123,8520,[3],[-0.0151906  0.0271932 -0.152596   0.141082  -0.516855   0.483145 ]
D00127,ComputerKeyboard,14368,7730,[3],[-0.0626371   0.00535486 -0.124092    0.145442   -0.493957    0.506043  ]
D00278,ComputerKeyboard,16454,8756,[3],[-0.0144024  0.0258238 -0.16163    0.149304  -0.494013   0.505987 ]
D00493,ComputerKeyboard,25860,13191,[3],[-0.0567988  0.0142178 -0.240122   0.289713  -0.512413   0.487587 ]
D00569,ComputerKeyboard,9674,4877,[3],[-0.0114612  0.0589972 -0.204764   0.19574   -0.511989   0.488011 ]
D00600,ComputerKeyboard,18798,10507,[3],[-0.0161359  0.0595369 -0.194691   0.188503  -0.512446   0.487554 ]
D00654,ComputerKeyboard,23283,11874,[3],[-0.0250505  0.0865496 -0.178314   0.210616  -0.493194   0.506806 ]
D00673,ComputerKeyboard,12685,6828,[3],[-0.0594934   0.00754473 -0.173912    0.180698   -0.48484     0.51516   ]
D00692,ComputerKeyboard,25887,14154,[3],[-0.0116231  0.0328299 -0.196342   0.201357  -0.509908   0.490092 ]
D00905,ComputerKeyboard,22963,11486,[3],[-0.00783904  0.0323573  -0.178976    0.191851   -0.489851    0.510149  ]
D00990,ComputerKeyboard,22035,11420,[3],[-0.00929755  0.0658828  -0.189899    0.155131   -0.494734    0.505266  ]
D00035,Cup,22476,11350,[3],[-0.480322  0.51854  -0.500046  0.499954 -0.511578  0.434217]
D00067,Cup,26002,13003,[3],[-0.200965  0.201002 -0.201691  0.202101 -0.40887   0.59113 ]
D00206,Cup,13712,6900,[3],[-0.496004  0.502201 -0.498918  0.495058 -0.366206  0.633794]
D00214,Cup,12538,6271,[3],[-0.42942   0.410218 -0.420422  0.41962  -0.619892  0.380108]
D00270,Cup,16158,8110,[3],[-0.241968  0.242136 -0.242385  0.242519 -0.409204  0.590796]
D00328,Cup,16738,8371,[3],[-0.214499  0.212331 -0.211972  0.212701 -0.400472  0.599528]
D00363,Cup,13120,6562,[3],[-0.40631   0.406309 -0.40631   0.40631  -0.48183   0.51817 ]
D00463,Cup,32460,16230,[3],[-0.401363  0.401363 -0.401357  0.401357 -0.548979  0.451021]
D00519,Cup,10304,5188,[3],[-0.220764  0.220764 -0.232233  0.232233 -0.262915  0.737085]
D00642,Cup,11200,5645,[3],[-0.148318  0.148445 -0.150121  0.148253 -0.459873  0.540127]
D00874,Cup,13270,6676,[3],[-0.49865   0.496851 -0.496535  0.501098 -0.577184  0.422816]
D00882,Cup,11898,5951,[3],[-0.298161  0.297941 -0.297683  0.298419 -0.542047  0.457953]
m494,Cup,19744,9874,[3],[-0.162758  0.162758 -0.162758  0.162758 -0.553515  0.446485]
m495,Cup,18250,9151,[3],[-0.375414  0.375413 -0.375359  0.375357 -0.552398  0.447602]
m496,Cup,13618,6810,[3],[-0.304693  0.304693 -0.304661  0.304661 -0.505104  0.494896]
m497,Cup,14714,7593,[3],[-0.205031  0.204959 -0.205114  0.204877 -0.499975  0.500025]
m498,Cup,9448,4804,[3],[-0.5       0.5      -0.5       0.5      -0.460815  0.447848]
m499,Cup,25428,12813,[3],[-0.35021   0.35021  -0.350211  0.35021  -0.642346  0.357654]
m500,Cup,29896,14950,[3],[-0.426463  0.37671  -0.406354  0.406678 -0.4103    0.5897  ]
m501,Cup,25018,12631,[3],[-0.340083  0.334814 -0.338687  0.338241 -0.410961  0.589039]
m502,Cup,23178,11591,[3],[-0.336063  0.3414   -0.337062  0.340255 -0.466593  0.533407]
m526,Cup,14340,7219,[3],[-0.250266  0.250164 -0.34354   0.386395 -0.501729  0.498271]
D00048,DeskLamp,18024,9093,[3],[-0.391018  0.389211 -0.422177  0.421242 -0.594494  0.405506]
D00147,DeskLamp,12708,6374,[3],[-0.101036  0.10048  -0.221814  0.266294 -0.651495  0.348505]
D00257,DeskLamp,13722,6894,[3],[-0.192211  0.188786 -0.254984  0.201644 -0.712485  0.287515]
D00268,DeskLamp,11486,5775,[3],[-0.0669036  0.0673892 -0.0701692  0.133713  -0.496475   0.503525 ]
D00378,DeskLamp,19417,9752,[3],[-0.203259  0.205547 -0.346164  0.173229 -0.553027  0.446973]
D00435,DeskLamp,10426,5227,[3],[-0.205665  0.182258 -0.203962  0.322029 -0.522228  0.477772]
D00531,DeskLamp,10862,5459,[3],[-0.102386  0.100915 -0.167347  0.129086 -0.4546    0.5454  ]
D00686,DeskLamp,13801,6981,[3],[-0.179666  0.179951 -0.303607  0.483845 -0.430541  0.569459]
D00693,DeskLamp,12816,6451,[3],[-0.147794  0.147794 -0.164971  0.135245 -0.356488  0.643512]
D00698,DeskLamp,11190,5691,[3],[-0.161899  0.210295 -0.230987  0.188643 -0.644896  0.355104]
D00715,DeskLamp,13270,6641,[3],[-0.23896   0.240329 -0.319021  0.258423 -0.638692  0.361308]
D00776,DeskLamp,18558,9369,[3],[-0.13587   0.136478 -0.23115   0.178252 -0.440562  0.559438]
D00912,DeskLamp,15918,8046,[3],[-0.17954   0.179864 -0.482988  0.310279 -0.406758  0.593242]
m603,DeskLamp,13332,6680,[3],[-0.237673  0.237672 -0.362732  0.589247 -0.554663  0.445337]
m604,DeskLamp,17576,8966,[3],[-0.0680023  0.0676574 -0.46238    0.192563  -0.472712   0.527288 ]
m605,DeskLamp,13286,6738,[3],[-0.191019  0.22855  -0.214759  0.155352 -0.62802   0.37198 ]
m606,DeskLamp,19736,9917,[3],[-0.206776  0.207483 -0.35301   0.199919 -0.541951  0.458049]
m608,DeskLamp,14490,7365,[3],[-0.35825   0.27451  -0.331561  0.333047 -0.454866  0.545134]
m609,DeskLamp,12943,6494,[3],[-0.0880913  0.0879311 -0.21697    0.131545  -0.731584   0.268416 ]
m611,DeskLamp,19672,9908,[3],[-0.206361  0.206997 -0.203217  0.353893 -0.542674  0.457326]
m613,DeskLamp,11330,5781,[3],[-0.0998749  0.10568   -0.229048   0.215336  -0.460074   0.539926 ]
m614,DeskLamp,18484,9236,[3],[-0.184347  0.181959 -0.422425  0.433272 -0.573088  0.426912]
m615,DeskLamp,14320,7176,[3],[-0.0949283  0.0979057 -0.258547   0.219268  -0.24714    0.75286  ]
D00135,DeskPhone,17072,8805,[3],[-0.104798   0.0856093 -0.30123    0.460054  -0.486323   0.513677 ]
D00220,DeskPhone,16332,8201,[3],[-0.273257  0.282283 -0.21514   0.497501 -0.584646  0.415354]
D00318,DeskPhone,13424,6778,[3],[-0.314919  0.248396 -0.431757  0.298607 -0.572484  0.427516]
D00486,DeskPhone,17598,8841,[3],[-0.143531  0.185719 -0.322633  0.32134  -0.59421   0.40579 ]
D00556,DeskPhone,13432,6748,[3],[-0.232978  0.11002  -0.27038   0.560344 -0.477557  0.522443]
D00680,DeskPhone,15198,7775,[3],[-0.154591  0.123388 -0.344257  0.526088 -0.502923  0.497077]
D00829,DeskPhone,16944,8496,[3],[-0.0805956  0.202054  -0.501929   0.467764  -0.507862   0.492138 ]
D00894,DeskPhone,14916,7505,[3],[-0.112835  0.30735  -0.405267  0.582892 -0.588079  0.411921]
D01029,Door,11764,5947,[3],[-0.191159  0.082229 -0.247451  0.314986 -0.492479  0.507521]
D01052,Door,11352,5735,[3],[-0.0767752  0.0910676 -0.216415   0.276359  -0.470987   0.529013 ]
D01058,Door,10136,5161,[3],[-0.0451785  0.0602472 -0.253303   0.27079   -0.554748   0.445252 ]
D01062,Door,9700,5020,[3],[-0.0195805  0.0295925 -0.424359   0.541306  -0.583367   0.416633 ]
D01076,Door,18170,9075,[3],[-0.0355658  0.0349361 -0.381461   0.182479  -0.534725   0.465275 ]
D01104,Door,11202,5633,[3],[-0.0248108  0.020042  -0.211781   0.291579  -0.33544    0.66456  ]
D01114,Door,10956,5506,[3],[-0.0993003  0.0996269 -0.494133   0.215569  -0.56948    0.43052  ]
D01121,Door,15308,7786,[3],[-0.0172329  0.0165627 -0.294493   0.286145  -0.504599   0.495401 ]
D01129,Door,12650,7081,[3],[-0.0525599  0.0484672 -0.252169   0.230204  -0.504611   0.495389 ]
D01136,Door,15488,7802,[3],[-0.0464132  0.0470345 -0.322618   0.261274  -0.664451   0.335549 ]
D01139,Door,27210,13824,[3],[-0.00100804  0.0299067  -0.215822    0.300364   -0.581669    0.418331  ]
D01141,Door,12322,6407,[3],[-0.0602732  0.0613656 -0.375427   0.144187  -0.491899   0.508101 ]
D01143,Door,13566,6795,[3],[-0.0382833  0.0181187 -0.33922    0.327342  -0.490115   0.509885 ]
D01144,Door,17416,9011,[3],[-0.0317196  0.0252519 -0.168383   0.148772  -0.629164   0.370836 ]
D01155,Door,17648,9242,[3],[-0.0811352  0.0627373 -0.512022   0.487978  -0.49548    0.489766 ]
D01158,Door,12488,6238,[3],[-0.0429544  0.0677656 -0.356917   0.220173  -0.524737   0.475263 ]
D01167,Door,9382,4938,[3],[-0.02489    0.0342946 -0.299476   0.324537  -0.354183   0.645817 ]
D01177,Door,10574,5441,[3],[-0.0296578  0.0276129 -0.231108   0.250077  -0.598306   0.401694 ]
D01194,Door,13886,7175,[3],[-0.00793959  0.00265986 -0.277633    0.248614   -0.463238    0.536762  ]
m1707,Door,11764,5947,[3],[-0.191159  0.082229 -0.314986  0.247451 -0.507521  0.492479]
m1708,Door,15308,7786,[3],[-0.0165626  0.0172331 -0.294493   0.286145  -0.504599   0.495401 ]
m1710,Door,12540,6327,[3],[-0.0495049  0.0493757 -0.218173   0.301324  -0.497598   0.502402 ]
m1711,Door,17416,9011,[3],[-0.0252518  0.0317195 -0.168383   0.148772  -0.629164   0.370836 ]
m1712,Door,18170,9075,[3],[-0.0355658  0.0349361 -0.182479   0.381461  -0.534725   0.465275 ]
m1714,Door,11114,5585,[3],[-0.0248383  0.020062  -0.210336   0.292734  -0.336513   0.663487 ]
m1715,Door,11352,5735,[3],[-0.0767752  0.0910675 -0.276359   0.216415  -0.470987   0.529013 ]
m1716,Door,12322,6407,[3],[-0.0602732  0.0613656 -0.144187   0.375427  -0.508101   0.491899 ]
m1717,Door,10136,5161,[3],[-0.0451782  0.0602474 -0.27079    0.253303  -0.554748   0.445252 ]
m1718,Door,12650,7081,[3],[-0.0484665  0.0525607 -0.230204   0.252169  -0.504611   0.495389 ]
m1720,Door,15488,7802,[3],[-0.0470346  0.0464132 -0.322618   0.261274  -0.664451   0.335549 ]
m1721,Door,12488,6238,[3],[-0.0677657  0.0429545 -0.220173   0.356917  -0.524737   0.475263 ]
m1722,Door,10956,5506,[3],[-0.0996269  0.0993004 -0.494133   0.215569  -0.569481   0.430519 ]
m1723,Door,9700,5020,[3],[-0.0195804  0.0295924 -0.541306   0.424358  -0.416633   0.583367 ]
m1724,Door,9383,4937,[3],[-0.0248349  0.0344164 -0.299701   0.323887  -0.353085   0.646915 ]
m1725,Door,10706,5392,[3],[-0.0735297  0.0638748 -0.391485   0.336294  -0.384889   0.615111 ]
m1726,Door,17648,9242,[3],[-0.0627373  0.0811352 -0.487978   0.512022  -0.49548    0.489766 ]
m1727,Door,10216,5166,[3],[-0.0419685  0.0433556 -0.491575   0.508425  -0.379216   0.518354 ]
m1728,Door,13156,6704,[3],[-0.0449335  0.05214   -0.387977   0.612023  -0.500003   0.499583 ]
m1729,Door,22960,11534,[3],[-0.119215   0.0673532 -0.355451   0.356828  -0.502665   0.497335 ]
m1730,Door,22960,11534,[3],[-0.119215   0.0673532 -0.355451   0.356828  -0.502665   0.497335 ]
m1731,Door,17080,8472,[3],[-0.0384339  0.0739778 -0.406807   0.523783  -0.497507   0.502493 ]
m1732,Door,17794,8911,[3],[-0.0427826  0.046225  -0.42965    0.506784  -0.363804   0.636196 ]
D00063,Drum,23815,12304,[3],[-0.499946  0.499918 -0.499171  0.500829 -0.378682  0.389417]
D00115,Drum,14648,7326,[3],[-0.338266  0.337469 -0.364575  0.369484 -0.497922  0.502078]
D00189,Drum,14652,7328,[3],[-0.27965   0.278709 -0.280663  0.278081 -0.677912  0.322088]
D00193,Drum,11070,5700,[3],[-0.338999  0.339212 -0.339853  0.339361 -0.499526  0.500474]
D00298,Drum,21964,11032,[3],[-0.285463  0.289422 -0.290493  0.292699 -0.426878  0.573122]
D00308,Drum,17620,9226,[3],[-0.495478  0.504522 -0.532119  0.221483 -0.499477  0.497749]
D00375,Drum,8268,4809,[3],[-0.39267   0.317084 -0.373334  0.403258 -0.494333  0.505667]
D00383,Drum,20808,10769,[3],[-0.383899  0.349537 -0.4904    0.490172 -0.500381  0.499619]
D00404,Drum,28108,14205,[3],[-0.390702  0.402417 -0.381038  0.399445 -0.438797  0.561203]
D00551,Drum,27493,13954,[3],[-0.230998  0.228403 -0.498218  0.499983 -0.501768  0.498232]
D00557,Drum,30684,15508,[3],[-0.379307  0.563136 -0.407708  0.408174 -0.526604  0.473396]
D00596,Drum,20236,10301,[3],[-0.319137  0.31923  -0.336834  0.336771 -0.407093  0.592907]
D00709,Drum,11248,5626,[3],[-0.146323  0.146107 -0.461331  0.461328 -0.5       0.5     ]
D00982,Drum,23334,12041,[3],[-0.13766   0.133307 -0.697316  0.295354 -0.532309  0.467691]
D00012,Fish,22512,12087,[3],[-0.179881  0.179965 -0.242834  0.197656 -0.502559  0.497441]
D00022,Fish,21760,11644,[3],[-0.135686  0.135686 -0.188369  0.247584 -0.538211  0.461789]
D00024,Fish,21442,11431,[3],[-0.148353  0.148353 -0.129276  0.188269 -0.445123  0.554877]
D00030,Fish,21474,11432,[3],[-0.112334  0.112334 -0.189053  0.171871 -0.445472  0.554528]
D00142,Fish,17528,9298,[3],[-0.187571  0.187571 -0.24931   0.325003 -0.409092  0.590908]
D00165,Fish,22716,12143,[3],[-0.173069  0.173069 -0.208786  0.140608 -0.467743  0.532257]
D00251,Fish,22638,12158,[3],[-0.232866  0.232867 -0.330757  0.322755 -0.433605  0.566395]
D00293,Fish,23514,12527,[3],[-0.176024  0.176024 -0.276717  0.244426 -0.462512  0.537488]
D00351,Fish,19554,10401,[3],[-0.181019  0.181059 -0.275684  0.236456 -0.566971  0.433029]
D00398,Fish,22474,11984,[3],[-0.142044  0.142044 -0.215785  0.22491  -0.461773  0.538227]
D00450,Fish,21768,11613,[3],[-0.189042  0.189042 -0.195728  0.210444 -0.550102  0.449898]
D00535,Fish,20786,11119,[3],[-0.175208  0.175209 -0.254711  0.276501 -0.561416  0.438584]
D00633,Fish,20700,10986,[3],[-0.173191  0.173191 -0.163125  0.228861 -0.501568  0.498432]
D00636,Fish,19352,10378,[3],[-0.192808  0.192842 -0.2159    0.21081  -0.594941  0.405059]
D00643,Fish,21826,11682,[3],[-0.223256  0.223256 -0.276067  0.194206 -0.541478  0.458522]
D00682,Fish,22198,11719,[3],[-0.195923  0.195922 -0.171808  0.160909 -0.510682  0.489318]
D00748,Fish,8094,5044,[3],[-0.145073  0.145072 -0.18957   0.193565 -0.511604  0.488396]
D00763,Fish,23718,12709,[3],[-0.220115  0.220115 -0.244516  0.329096 -0.555988  0.444012]
D00850,Fish,23628,12641,[3],[-0.209859  0.209859 -0.241292  0.177934 -0.566408  0.433592]
D00950,Fish,18141,9746,[3],[-0.324867  0.32489  -0.181239  0.223987 -0.467256  0.532744]
D00028,FloorLamp,11996,6029,[3],[-0.26597   0.266038 -0.265569  0.266439 -0.667713  0.332287]
D00093,FloorLamp,20486,10299,[3],[-0.667593  0.332407 -0.35396   0.354957 -0.353847  0.355071]
D00211,FloorLamp,9970,5097,[3],[-0.15993   0.172774 -0.286177  0.267279 -0.398639  0.601361]
D00228,FloorLamp,11376,5694,[3],[-0.330917  0.330887 -0.330493  0.33131  -0.356979  0.643021]
D00388,FloorLamp,20188,10456,[3],[-0.443049  0.443315 -0.443132  0.443435 -0.385717  0.614283]
D00408,FloorLamp,24763,12627,[3],[-0.427224  0.424521 -0.429149  0.42293  -0.603683  0.396317]
D00447,FloorLamp,24670,12350,[3],[-0.425047  0.425214 -0.425247  0.425079 -0.46658   0.53342 ]
D00495,FloorLamp,17923,9000,[3],[-0.255378  0.244751 -0.251624  0.325857 -0.53141   0.46859 ]
D00740,FloorLamp,12644,6330,[3],[-0.316076  0.326705 -0.322711  0.320067 -0.638989  0.361011]
D00856,FloorLamp,19736,9872,[3],[-0.321066  0.325951 -0.326032  0.325038 -0.665076  0.334924]
D00888,FloorLamp,23710,11859,[3],[-0.27513   0.28629  -0.281138  0.280292 -0.243948  0.756052]
D00981,FloorLamp,22181,11216,[3],[-0.300812  0.297717 -0.300464  0.31116  -0.672097  0.327903]
m617,FloorLamp,19882,9967,[3],[-0.215999  0.191432 -0.22498   0.166875 -0.361763  0.638237]
